SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon
55.18040718,1.209433582,17.92985285,8.01249748,0.141100585,4.303567829,7.710139085,3.1344487,2.076194316,0.302358395,36.5,72.3,9.43,37.3,6.91,1.7,6.04,0.94,5.29,1.03,2.8,0.5,3.15,0.45,496,11,24,301,6.06,25.9,0.69,17.4,2.07,18.5,233,32.7,348,25.3,126,5.210643016,3.318181818,2.354545455,9.204892966,8.222222222,45.09090909,8.311566539,22.95238095,21.18181818,5.282199711,1.679365079,2.193650794,33.71924747,0.048387097,11.84126984,0.074257426,6.572727273,3.390909091,5.523809524,1.917460317,0.864942529,0.675816993,1.581818182,0.773700306,3.853211009,0.072701149,0.362068966,45.98670875,67.92,0.3,30.675,85.55
57.37156753,1.134866754,17.28645253,7.721147026,0.141858344,3.840308035,6.829466005,2.968892492,2.452122809,0.253318472,35.7,69.8,9.07,35.4,6.55,1.58,5.76,0.92,5.21,1.02,2.8,0.52,3.24,0.46,440,11.4,22,283,6.42,28.7,0.77,21.4,2.24,21.4,246,37.5,319,19.5,109,5.4210153,3.131578947,2.51754386,7.546666667,8.858024691,38.59649123,7.903578684,21.54320988,21.57894737,5.450381679,1.608024691,2.021604938,37.55725191,0.05,10.92592593,0.07165109,6.122807018,3.105263158,6.604938272,1.777777778,0.887147335,0.793768546,1.877192982,0.52,2.906666667,0.061128527,0.34169279,47.32470749,67.92,0.3,30.675,85.55
59.92864424,0.988786952,17.24770642,6.371049949,0.132517839,2.996941896,5.871559633,3.272171254,2.895005097,0.295616718,45.5,96.5,11,41.1,7.65,2.29,7.13,1,6.39,1.43,4.11,0.64,3.95,0.61,495,33.4,112,573,6.88,11.8,0.98,14.3,2.69,19.5,263,16,159,11.7,16.2,6.167176351,1.362275449,0.353293413,35.8125,2.987341772,14.82035928,8.26256476,24.43037975,7.874251497,5.947712418,1.617721519,1.936708861,34.37908497,0.226262626,10.40506329,0.088662791,2.889221557,1.230538922,3.620253165,1.805063291,3.603773585,1.050347222,0.428143713,0.73125,1.0125,0.073584906,0.101886792,41.02393838,67.92,0.3,30.675,85.55
57.49718151,1.004407092,17.38239213,7.389566465,0.153735779,4.048375525,6.467151788,2.879983602,2.879983602,0.297222507,42.3,83.4,10.1,38.2,8.31,2.13,6.21,0.83,5.58,1.23,3.32,0.46,3.55,0.49,581,28.2,109,551,5.77,10.3,0.79,13.1,2.16,19.5,230,16.1,191,20.6,23.9,5.759967203,1.5,0.365248227,34.22360248,2.901408451,20.60283688,8.546978071,23.49295775,8.156028369,5.090252708,1.571830986,2.34084507,27.67749699,0.187607573,10.76056338,0.08492201,2.957446809,1.354609929,3.690140845,1.749295775,2.884816754,0.890649762,0.464539007,1.279503106,1.48447205,0.107853403,0.12513089,40.17872016,67.92,0.3,30.675,85.55
57.93537899,1.087177403,16.99857752,7.244462508,0.142247511,4.043893518,6.77707783,3.210729527,2.245478561,0.314976631,31.9,67.6,8.48,34.2,7.03,1.97,5.95,0.81,5.52,1.14,3.33,0.53,3.27,0.48,498,24.1,29.6,377,6.36,9.11,0.69,5,1.86,15.3,251,5.57,178,30.7,52.9,5.456208088,1.323651452,0.378008299,67.68402154,2.785932722,20.66390041,6.997509645,20.67278287,10.41493776,4.53769559,1.688073394,2.149847095,35.70412518,0.059437751,10.4587156,0.075471698,2.804979253,1.419087137,1.529051988,1.819571865,2.117977528,0.805097451,0.20746888,5.511669659,9.497307002,0.17247191,0.297191011,40.68328267,67.92,0.3,30.675,85.55
57.97681338,0.984918436,17.42074484,7.253513902,0.153893506,3.898635478,6.207038063,2.923976608,2.872678773,0.307787011,44.6,94.2,10.5,40.1,7.73,2.27,6.4,0.82,5.57,1.2,3.32,0.54,3.29,0.49,608,28.2,109,591,6.25,11,0.87,14.5,2.23,21.4,244,15.3,192,19.5,23.6,5.796655381,1.581560284,0.390070922,38.62745098,3.343465046,21.56028369,9.723878779,28.63221884,8.65248227,5.769728331,1.693009119,2.349544073,31.56532988,0.179276316,12.18844985,0.0784,3.340425532,1.421985816,4.407294833,1.945288754,3.078125,0.933884298,0.514184397,1.274509804,1.54248366,0.1015625,0.122916667,43.00875812,66.9,2,30.675,85.55
58.1147541,0.983606557,17.21311475,7.274590164,0.153688525,3.924180328,6.096311475,2.950819672,2.991803279,0.297131148,44.7,93.4,10.7,41.5,7.61,2.05,6.8,0.91,5.67,1.28,3.47,0.56,3.79,0.5,575,29.8,115,568,6.4,11.2,0.85,15.9,2.42,21.4,253,16.1,187,19.5,24.5,5.942622951,1.5,0.375838926,35.27950311,2.955145119,19.29530201,8.459971277,24.64379947,8.489932886,5.873850197,1.496042216,2.007915567,33.2457293,0.2,10.94986807,0.078125,3.134228188,1.39261745,4.19525066,1.794195251,3.037433155,0.974789916,0.533557047,1.211180124,1.52173913,0.104278075,0.131016043,40.06750848,66.9,2,30.675,85.55
61.65513029,0.977198697,16.69381107,6.056596091,0.122149837,2.656758958,5.344055375,3.104641694,3.114820847,0.274837134,50.1,101,11.2,43.2,8.02,2.13,6.97,0.95,6.31,1.33,3.62,0.55,3.82,0.56,491,31.5,123,648,9.79,12.6,1,15.3,2.52,22.7,370,15.2,150,14.2,20.6,6.219462541,1.59047619,0.4,42.63157895,3.298429319,15.58730159,9.407515409,26.43979058,11.74603175,6.246882793,1.651832461,2.09947644,46.13466334,0.250509165,11.30890052,0.057201226,3.206349206,1.371428571,4.005235602,1.82460733,4.32,1.163809524,0.485714286,0.934210526,1.355263158,0.094666667,0.137333333,43.89051482,66.9,2,30.675,85.55
57.95233712,1.00235246,17.23432546,7.313081722,0.143193209,3.968497494,6.699396543,2.741127135,2.638846272,0.30684259,43.7,87.5,10.1,40.3,7.29,2.19,6.45,0.83,5.75,1.26,3.6,0.51,3.41,0.5,593,30.8,106,568,6.33,11,0.9,13.1,2.75,19,251,17.9,202,23.4,32.2,5.379973407,1.418831169,0.357142857,31.73184358,3.225806452,19.25324675,9.192372892,25.65982405,8.149350649,5.994513032,1.686217009,2.137829912,34.43072702,0.178752108,11.81818182,0.078988942,2.840909091,1.308441558,3.841642229,1.891495601,2.811881188,0.803053435,0.425324675,1.30726257,1.798882682,0.115841584,0.159405941,43.52857903,66.9,2,30.675,85.55
57.2156024,0.998064976,17.27263469,7.332722273,0.142580711,3.951522558,7.006823505,2.922904573,2.851614217,0.305530095,42.4,86.5,9.96,37.9,6.88,1.8,5.99,0.76,5.42,1.16,3.09,0.47,2.97,0.44,599,27.7,101,543,5.6,10.4,0.82,13,2.65,18.5,224,15,178,18.7,21.1,5.77451879,1.530685921,0.375451264,36.2,3.501683502,21.62454874,10.2402364,29.12457912,8.086642599,6.162790698,1.824915825,2.316498316,32.55813953,0.168614357,12.76094276,0.078571429,3.122743682,1.368231047,4.377104377,2.016835017,3.050561798,0.824127907,0.469314079,1.246666667,1.406666667,0.10505618,0.118539326,43.30592076,66.9,2,30.675,85.55
59.93491967,1.027049014,17.14460037,6.548708562,0.132194427,3.233679073,5.725035591,3.131991051,2.826926988,0.294895261,45.5,94.9,11,41.7,8.84,2.18,6.84,0.89,6.07,1.36,3.51,0.55,3.74,0.5,563,31.1,113,620,6.99,12,0.94,12.6,2.08,26,267,14.2,164,16.1,27.5,5.958918039,1.463022508,0.38585209,43.66197183,3.20855615,18.10289389,8.726505562,25.37433155,8.585209003,5.147058824,1.622994652,2.363636364,30.20361991,0.20071048,11.14973262,0.071530758,3.051446945,1.340836013,3.368983957,1.828877005,3.780487805,1.040852575,0.405144695,1.133802817,1.936619718,0.098170732,0.167682927,43.96348352,66.9,2,30.675,85.55
65.73491169,0.953843991,14.136972,3.551311786,0.060242778,1.817323815,2.459913451,2.951896141,7.811480265,0.522104079,166,347,43.1,148,19.8,3.38,10.7,0.89,3.76,0.59,1.37,0.18,1.06,0.16,1218,14.2,496,2344,21.2,44,2.43,140,16.8,129,830,8.16,60.7,60.7,166,10.76337641,11.69014085,3.098591549,287.254902,41.50943396,85.77464789,112.3318207,327.3584906,58.45070423,8.383838384,3.547169811,18.67924528,41.91919192,0.407224959,139.6226415,0.00754717,24.43661972,10.42253521,132.0754717,10.09433962,38.61614498,4.375510204,9.85915493,7.43872549,20.34313725,1,2.73476112,73.80206971,13.4,0.2,30.9389,86.3653
63.70885135,1.03436502,14.76229689,3.814095483,0.070296652,2.128984314,2.841993211,3.052883167,8.053987829,0.532246078,184,394,49.3,166,22.2,3.68,11.8,0.99,4.2,0.67,1.59,0.2,1.22,0.18,1444,16.8,539,2734,23.1,47.3,2.66,152,16.1,137,958,9.64,78,79.9,273,11.106871,10.95238095,2.81547619,283.6099585,38.7704918,85.95238095,108.1828872,322.9508197,57.02380952,8.288288288,3.442622951,18.19672131,43.15315315,0.373268698,136.0655738,0.007792208,23.45238095,9.880952381,124.5901639,9.672131148,35.05128205,3.908127208,9.047619048,8.288381743,28.31950207,1.024358974,3.5,73.09492456,13.4,0.2,30.9389,86.3653
62.30160325,0.944268092,14.11379435,4.086470848,0.070317837,3.003576164,3.154257243,2.883031301,8.970546872,0.472134046,183,384,47.6,162,22.1,3.61,12.2,1.06,4.55,0.75,1.76,0.24,1.43,0.22,1325,18.2,497,2774,23.6,53.6,3.06,173,11,169,836,9.94,75.5,77.6,283,11.85357817,10.05494505,2.945054945,279.0744467,37.48251748,72.8021978,91.79428167,268.5314685,45.93406593,8.280542986,3.181818182,15.45454545,37.8280543,0.37509434,113.2867133,0.009322034,21.0989011,8.901098901,120.979021,8.531468531,36.74172185,3.757961783,9.505494505,7.806841046,28.47082495,1.02781457,3.748344371,73.72999684,13.4,0.2,30.9485,86.3659
64.8756099,0.923639138,14.46699998,3.560026504,0.070276891,2.479770295,2.409493404,2.600244965,8.302712688,0.311226231,185,378,44.7,147,19.7,3.02,11,0.97,4.42,0.72,1.8,0.25,1.54,0.24,847,17.9,491,1916,24.5,56.1,3.51,199,22.9,142,897,8.87,59.1,58,230,10.90295765,10.33519553,3.134078212,216.0090192,36.42857143,47.31843575,86.16910516,245.4545455,50.11173184,9.390862944,2.87012987,12.79220779,45.53299492,0.579693034,95.45454545,0.009795918,21.11731844,8.212290503,129.2207792,7.142857143,32.41962775,4.525,11.11731844,6.538895152,25.93010147,0.981387479,3.891708968,73.90436097,13.4,0.2,30.9469,86.3821
66.88610796,0.822904854,14.7821811,3.188254539,0.06021255,1.445101207,2.559033388,1.856553634,8.108623441,0.291027326,167,329,38.3,127,17,2.61,9.89,0.85,3.84,0.65,1.65,0.23,1.36,0.21,669,16.3,425,1849,22.1,49.8,3.15,176,19.9,142,826,7.29,51.2,41.8,219,9.965177075,10.24539877,3.055214724,253.6351166,36.61764706,41.04294479,88.08016878,241.9117647,50.67484663,9.823529412,2.823529412,12.5,48.58823529,0.635276532,93.38235294,0.009502262,20.18404908,7.791411043,129.4117647,7.272058824,36.11328125,3.894117647,10.79754601,5.73388203,30.04115226,0.81640625,4.27734375,73.53693631,13.4,0.2,30.9469,86.3821
62.86977048,0.934156999,14.15298076,4.113304204,0.09040229,2.892873286,2.923007383,2.742202802,8.75897745,0.522324343,187,387,46.7,155,21.6,3.58,12.1,1.03,4.32,0.69,1.64,0.21,1.26,0.19,750,17,428,3280,17.9,49.2,2.69,157,14.5,149,630,8.99,67.3,74.5,349,11.50118025,11,2.894117647,364.8498331,39.04761905,44.11764706,106.456366,307.1428571,37.05882353,8.657407407,3.428571429,17.14285714,29.16666667,0.570666667,123.015873,0.010614525,22.76470588,9.117647059,124.6031746,9.603174603,48.73699851,3.934707904,9.235294118,8.286985539,38.82091212,1.106983655,5.185735513,74.13540559,13.4,0.2,30.9424,86.3918
63.02748975,0.924362993,14.08648822,4.177718833,0.090426815,2.963990033,2.974037457,2.702757013,8.530262841,0.52246604,200,411,49.5,168,22.7,3.79,12.9,1.06,4.57,0.73,1.71,0.22,1.33,0.2,684,18.5,457,3010,19.3,54.2,2.93,165,15.4,139,701,9.92,71.9,77.5,356,11.23301985,10.81081081,2.92972973,303.4274194,40.7518797,36.97297297,107.8645982,309.0225564,37.89189189,8.810572687,3.436090226,17.06766917,30.88105727,0.668128655,126.3157895,0.010362694,22.21621622,9.081081081,124.0601504,9.69924812,41.86369958,3.777027027,8.918918919,7.8125,35.88709677,1.077885953,4.95132128,73.8320943,13.4,0.2,30.9424,86.3918
65.70493515,0.943661406,14.72714131,3.505601735,0.070272658,1.435570012,1.636349034,2.770750512,8.834276995,0.371441192,202,402,47.5,155,19.3,2.98,10.9,0.88,3.74,0.61,1.47,0.19,1.19,0.18,1164,15.3,486,2339,25.3,58.7,3.37,167,15.2,166,1008,7.08,61.8,65.2,451,11.60502751,13.20261438,3.836601307,330.3672316,49.32773109,76.07843137,121.7600964,337.8151261,65.88235294,10.46632124,3.142857143,16.21848739,52.22797927,0.417525773,130.2521008,0.007114625,26.2745098,10.13071895,140.3361345,9.159663866,37.84789644,7.09202454,10.91503268,9.209039548,63.70056497,1.055016181,7.297734628,73.35307449,13.3,0.1,30.9698,86.4335
63.95115289,0.93395999,14.67221017,3.74186551,0.100425805,2.04868643,2.550815458,2.761709649,8.877641199,0.361532899,204,410,48.4,158,19.7,3.01,10.9,0.89,3.92,0.63,1.5,0.2,1.2,0.19,1153,16,498,2246,24.3,58,3.37,170,17.1,173,993,7.82,64.6,59.4,318,11.63935085,12.75,3.625,287.2122762,48.33333333,72.0625,121.9409283,341.6666667,62.0625,10.35532995,3.266666667,16.41666667,50.40609137,0.431916739,131.6666667,0.00781893,25.625,9.875,141.6666667,9.083333333,34.76780186,4.562992126,10.625,7.595907928,40.66496164,0.919504644,4.922600619,74.03746462,13.3,0.1,30.9698,86.4335
65.41765031,1.024662213,15.04847054,4.113717414,0.090411372,1.245667788,0.663016726,2.652066904,9.302325581,0.442011151,235,478,56.4,185,23.4,3.67,13.5,1.1,4.59,0.75,1.76,0.22,1.29,0.2,1182,19.8,548,2561,28.9,65.3,3.98,190,10.1,180,1140,9.36,67.2,80.4,321,11.95439249,11.86868687,3.297979798,273.6111111,50.62015504,59.6969697,130.6708534,370.5426357,57.57575758,10.04273504,3.558139535,18.13953488,48.71794872,0.463620981,143.4108527,0.006920415,24.14141414,9.343434343,147.2868217,10.46511628,38.11011905,18.03030303,9.595959596,8.58974359,34.29487179,1.196428571,4.776785714,73.63112208,13.3,0.1,31.0176,86.4265
64.94040692,1.244030659,14.76784783,3.015771098,0.050162527,1.825915968,1.213933143,2.046631085,10.50403307,0.391267707,212,430,52.7,179,23.4,3.46,12.3,1.01,4.21,0.65,1.48,0.19,1.15,0.17,1178,15.3,603,2621,28.4,64.1,4.29,198,11.8,149,1012,7.76,60,73,384,12.55066415,13.85620915,4.189542484,337.757732,55.73913043,76.99346405,132.2326179,373.9130435,66.14379085,9.05982906,3.660869565,20.34782609,43.24786325,0.51188455,155.6521739,0.005985915,28.10457516,11.69934641,172.173913,10.69565217,43.68333333,10.33884298,12.94117647,9.407216495,49.48453608,1.216666667,6.4,73.92260735,13.3,0.1,31.0176,86.4265
64.07979369,1.294439929,15.12186801,3.097624853,0.040137672,1.836298504,0.872994371,2.177468718,11.04789428,0.431479976,224,447,54.9,187,24.5,3.5,12.6,1.04,4.41,0.69,1.65,0.22,1.32,0.2,1156,16.5,612,2541,29.5,90.7,4.43,206,20.3,135,1054,5.68,52.8,64.5,246,13.225363,13.57575758,5.496969697,447.3591549,68.71212121,70.06060606,121.7235648,338.6363636,63.87878788,9.142857143,3.340909091,18.56060606,43.02040816,0.529411765,141.6666667,0.006779661,27.09090909,11.33333333,156.0606061,9.545454545,48.125,15.14942529,12.48484848,11.3556338,43.30985915,1.221590909,4.659090909,73.89860449,13.3,0.1,31.0176,86.4265
60.79799247,1.324968632,14.6348808,3.47804266,0.080301129,2.910915935,3.593475533,1.877038896,10.81053952,0.491844417,227,458,50.8,177,22.1,3.42,12.9,0.97,3.91,0.61,1.44,0.18,1.14,0.16,1420,15.8,480,2729,27.7,64,3.71,147,11.4,117,1146,10.3,75.2,47.7,101,12.68757842,14.36708861,4.050632911,264.9514563,56.14035088,89.87341772,142.8307055,401.754386,72.53164557,10.27149321,3.429824561,19.38596491,51.85520362,0.338028169,155.2631579,0.005776173,28.98734177,11.20253165,128.9473684,11.31578947,36.28989362,3.530726257,9.303797468,4.631067961,9.805825243,0.634308511,1.343085106,74.52437281,13.3,0.1,30.8699,86.6951
60.79921303,1.324995232,14.53479618,3.496180601,0.090340584,2.910974373,3.46305572,1.796773837,11.03158909,0.552081347,227,466,55.8,190,22.7,3.48,9.56,1.02,4.12,0.64,1.5,0.19,1.17,0.17,1414,15.9,480,2832,27.9,63.6,3.7,147,11.8,134,1073,10.4,80.8,46.9,114,12.82836293,14.27672956,4,272.3076923,54.35897436,88.93081761,139.1683797,398.2905983,67.48427673,10,3.521367521,19.4017094,47.26872247,0.339462518,162.3931624,0.00609319,29.3081761,11.94968553,125.6410256,8.170940171,35.04950495,3.704347826,9.245283019,4.509615385,10.96153846,0.580445545,1.410891089,73.9225149,13.3,0.1,30.8699,86.6951
52.7210188,1.228450923,17.02428238,9.084394578,0.163793456,6.254862618,9.581917202,2.272634208,1.28987347,0.378772368,26.2,59,7.35,29.1,5.5,1.64,4.79,0.69,4.01,0.82,2.19,0.31,1.9,0.3,472,19.1,29.3,280,4.84,9.25,0.56,3.12,0.59,6.03,217,25.4,199,61.9,360,3.562507678,1.371727749,0.484293194,11.02362205,4.868421053,24.71204188,9.891183655,31.05263158,11.36125654,4.763636364,2.110526316,2.894736842,39.45454545,0.062076271,15.31578947,0.061983471,3.089005236,1.523560209,1.642105263,2.521052632,1.407035176,0.371794872,0.163350785,2.437007874,14.17322835,0.311055276,1.809045226,34.91888485,88,1,30.67,86
52.50778848,1.258536384,16.95929357,9.210010522,0.165053952,6.385524768,9.624708577,2.26949184,1.248220512,0.371371392,26.7,59.5,7.36,29,5.49,1.63,4.75,0.68,3.97,0.81,2.16,0.3,1.85,0.3,495,19.2,36.1,288,4.65,8.94,0.53,3.02,0.56,6.79,215,26.8,213,58,228,3.517712352,1.390625,0.465625,10.74626866,4.832432432,25.78125,10.35237769,32.16216216,11.19791667,4.863387978,2.145945946,2.967567568,39.16211293,0.072929293,15.67567568,0.064516129,3.098958333,1.510416667,1.632432432,2.567567568,1.352112676,0.365487674,0.157291667,2.164179104,8.507462687,0.272300469,1.070422535,37.27304913,85.4,1,30.67,86
61.43059505,1.08023276,16.10158264,5.438870036,0.091717876,3.373179655,5.696699176,3.791005534,2.649627524,0.346489753,49.7,101,11.8,43.4,7.01,1.73,5.16,0.59,3,0.55,1.43,0.2,1.23,0.19,753,14.9,142,843,5.74,10.8,0.78,10.6,2.5,6.52,233,12.4,122,36.22,68.5,6.440633057,3.33557047,0.724832215,67.98387097,8.780487805,50.53691275,28.98356832,82.11382114,15.63758389,7.089871612,2.43902439,5.699186992,33.2382311,0.188579017,35.28455285,0.033101045,6.77852349,2.912751678,8.617886179,4.195121951,6.909836066,1.13059034,0.711409396,2.920967742,5.524193548,0.296885246,0.56147541,54.03906586,88.3,2.6,30.67,86.5
61.63849418,1.073559051,16.15402534,5.405268542,0.09115124,3.332084224,5.631121059,3.79796834,2.521850978,0.354477045,55.5,105,12.3,44.3,7,1.67,5.15,0.59,2.96,0.53,1.36,0.19,1.15,0.18,752,14.1,155,820,5.63,11,0.801,10.6,2.54,5.78,238,12.4,119,34.69,60.7,6.319819318,3.936170213,0.780141844,66.12903226,9.565217391,53.33333333,34.61750138,91.30434783,16.87943262,7.928571429,2.573913043,6.086956522,34,0.206117021,38.52173913,0.031971581,7.446808511,3.141843972,9.217391304,4.47826087,6.890756303,1.122302158,0.75177305,2.797580645,4.89516129,0.291512605,0.510084034,53.14486715,88.3,2.6,30.67,86.5
62.71508187,1.02528703,16.12035449,5.308144434,0.101513567,2.964196165,4.9031053,3.725547919,2.801774457,0.334994772,40.1,89.3,11.6,44.1,7.06,1.75,5.09,0.61,3.15,0.58,1.47,0.21,1.31,0.2,700,15.3,157,553,5.77,10.9,0.827,11.5,2.74,9.11,231,11.7,115,34.61,58.5,6.527322377,2.620915033,0.712418301,47.26495726,8.320610687,45.75163399,21.95703289,68.16793893,15.09803922,5.679886686,2.404580153,5.389312977,32.71954674,0.224285714,33.66412214,0.034662045,5.836601307,2.882352941,8.778625954,3.885496183,4.808695652,1.33126294,0.751633987,2.958119658,5,0.300956522,0.508695652,57.18699197,84.4,2.2,30.67,86.5
62.48921987,1.034892097,16.08141151,5.469709114,0.11160601,3.08438429,4.920810463,3.875772364,2.597376244,0.334818031,57.8,109,10.9,38.4,6.21,1.4,4.83,0.55,2.78,0.52,1.31,0.18,1.17,0.19,659,13.8,134,516,5.54,10.6,0.789,10.9,2.52,7.27,219,11.3,112,33.77,51.5,6.473148608,4.188405797,0.768115942,45.66371681,9.05982906,47.75362319,35.43582531,93.16239316,15.86956522,9.307568438,2.376068376,5.307692308,35.26570048,0.203338392,32.82051282,0.034296029,7.898550725,2.782608696,9.316239316,4.128205128,4.607142857,1.315463918,0.789855072,2.988495575,4.557522124,0.301517857,0.459821429,50.05574847,84.4,2.2,30.67,86.5
63.72619072,1.020762305,16.39344262,4.813915032,0.081660984,2.551905763,4.297409305,3.664536676,3.133740277,0.316436315,36.2,83.4,10.5,40.2,6.57,1.57,4.82,0.57,2.96,0.55,1.44,0.2,1.33,0.21,656,14.7,212,615,5.43,11.2,0.89,12.9,3.05,13.02,218,10.5,107,31.92,37.1,6.798276953,2.462585034,0.761904762,58.57142857,8.421052632,44.62585034,19.52349227,62.70676692,14.82993197,5.509893455,2.22556391,4.939849624,33.18112633,0.323170732,30.22556391,0.038674033,5.673469388,2.734693878,9.69924812,3.62406015,5.747663551,1.581947743,0.87755102,3.04,3.533333333,0.298317757,0.346728972,54.62550727,84.4,2.2,30.67,86.5
61.45773068,1.065740994,16.02671457,5.636247374,0.111649057,3.471270668,5.572302914,3.785918009,2.51717873,0.355246998,52.3,109,12,44,6.98,1.7,5.11,0.59,2.94,0.54,1.37,0.19,1.2,0.18,743,13.9,148,590,5.66,10.7,0.725,10.1,1.97,7.51,238,12.7,124,42.74,68.4,6.303096739,3.762589928,0.769784173,46.45669291,8.916666667,53.45323741,31.26230661,90.83333333,17.12230216,7.492836676,2.45,5.816666667,34.0974212,0.199192463,36.66666667,0.03180212,7.841726619,3.165467626,8.416666667,4.258333333,4.758064516,1.131147541,0.726618705,3.365354331,5.385826772,0.344677419,0.551612903,55.85022265,85.4,1.3,30.67,86.5
49.25881595,1.125331205,16.78789553,10.59755087,0.204605674,7.529488793,9.698308934,3.508987304,1.033258652,0.255757092,17.9,37.1,4.9,22,5.1,1.6,5.1,0.74,4.4,0.88,2.5,0.36,2.4,0.34,584,22.7,22.9,305,2.6,7.2,1.2,4.1,0.9,9.4,85,39.7,301,57.8,216,4.542245956,0.788546256,0.317180617,7.682619647,3,25.72687225,5.349859353,15.45833333,3.744493392,3.509803922,1.833333333,2.125,16.66666667,0.039212329,9.166666667,0.130769231,1.634361233,0.969162996,1.708333333,2.125,1.013289037,0.46835443,0.18061674,1.455919395,5.440806045,0.192026578,0.717607973,32.70460062,52.9,0.4,30,89
56.35138199,0.937815611,18.39561391,7.661232145,0.144279325,3.926458767,7.533441886,3.277201806,1.535544242,0.237030319,18.9,39.1,5,21,4.5,1.3,4.5,0.67,4.1,0.84,2.5,0.37,2.4,0.35,464,22.3,34.1,324,4,5.7,0.58,4.2,1.1,11.8,145,20,167,5.8,19,4.812746048,0.847533632,0.255605381,16.2,2.375,20.80717489,5.648734177,16.29166667,6.502242152,4.2,1.708333333,1.875,32.22222222,0.073491379,8.75,0.0875,1.753363229,0.941704036,1.75,1.875,1.94011976,0.638850889,0.188340807,0.29,0.95,0.034730539,0.113772455,37.2353911,52.9,0.4,30,89
47.86175777,0.9127269,17.41359861,10.79889242,0.205107168,5.486616757,10.43995488,3.743205825,2.645882474,0.492257204,71.7,134,14.7,54,9,2.6,7.4,1,5.3,1,2.9,0.41,2.7,0.39,2341,27.3,42.9,2764,3,16.1,0.87,11.8,4,15.2,113,23.6,228,11.4,12,6.389088299,2.626373626,0.58974359,117.1186441,5.962962963,85.75091575,19.0482888,49.62962963,4.139194139,7.966666667,1.962962963,3.333333333,12.55555556,0.018325502,20,0.13,4.908424908,1.978021978,4.37037037,2.740740741,12.12280702,0.611984283,0.432234432,0.483050847,0.508474576,0.05,0.052631579,36.88136067,52.9,0.4,30,89
74.56727108,0.246979645,14.44830922,1.537448289,0.010290819,0.411632741,0.576285838,4.034000864,4.116327413,0.051454093,12.92,24.77,3.54,12.9,2.15,0.4,1.27,0.16,0.72,0.13,0.35,0.05,0.39,0.07,337,3.77,132,705,2.49,4.45,0.3,8.09,2.59,15.95,84.3,1.38,35.53,8.15,28.79,8.150328277,3.427055703,1.180371353,510.8695652,11.41025641,89.38992042,23.76284756,63.51282051,22.36074271,6.009302326,1.846153846,5.512820513,39.20930233,0.391691395,33.07692308,0.02811245,6.570291777,3.421750663,20.74358974,3.256410256,19.84238672,14.14285714,2.145888594,5.905797101,20.86231884,0.229383619,0.810301154,79.6184493,12.75,0.2,30,90
71.73605559,0.358731525,14.99497776,2.98874608,0.020498944,1.014697743,1.363179796,3.884549946,3.587315253,0.051247361,14.18,28.09,3.33,12.03,1.78,0.43,1.06,0.14,0.69,0.13,0.36,0.05,0.39,0.07,641,3.6,117,731,2.51,3.47,0.26,5.93,1.73,19.69,90.04,2.71,63.66,9.99,18.46,7.471865199,3.938888889,0.963888889,269.7416974,8.897435897,178.0555556,26.08027697,72.02564103,25.01111111,7.966292135,1.769230769,4.564102564,50.58426966,0.182527301,30.84615385,0.027888446,7.802777778,3.341666667,15.20512821,2.717948718,11.48287779,5.481203008,1.647222222,3.686346863,6.811808118,0.156927427,0.289978008,79.1642923,12.75,0.2,30,90
69.03761402,0.297222507,16.1935021,4.243107513,0.020498104,1.076150456,1.332376755,3.945885006,3.802398278,0.05124526,8.52,16.98,2.05,7.46,1.22,0.29,0.72,0.1,0.54,0.11,0.31,0.05,0.4,0.08,579,3.05,133,670,2.72,3.65,0.31,8.98,1.89,22,96.1,3.58,41.67,12.86,25.12,7.748283284,2.793442623,1.196721311,187.150838,9.125,189.8360656,15.27848101,42.45,31.50819672,6.983606557,1.35,3.05,78.7704918,0.22970639,18.65,0.029411765,5.567213115,2.445901639,22.45,1.8,16.0787137,5.815384615,2.944262295,3.592178771,7.016759777,0.308615311,0.602831773,76.16433145,12.75,0.2,30,90
