SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon
68.98648092,0.484296431,17.29041299,3.171626412,0.010304179,1.31893496,0.710988377,4.822355948,3.163383068,0.041216718,12.2,25.88,3.27,12.5,2.25,0.52,1.39,0.18,0.88,0.16,0.43,0.07,0.5,0.08,658,4.28,143,696,2.9,3.3,0.23,7.78,2.86,9.57,110,3.4,65.63,9.77,16.77,7.985739016,2.85046729,0.771028037,204.7058824,6.6,153.7383178,17.5021097,51.76,25.70093458,5.422222222,1.76,4.5,48.88888889,0.217325228,25,0.027586207,6.046728972,2.920560748,15.56,2.78,10.60490629,11.23188406,1.817757009,2.873529412,4.932352941,0.148864848,0.255523389,80.22098362,12.75,0.2,30,90
71.01450747,0.517761241,15.7663374,2.275103806,0.040608725,1.756327347,0.923848489,3.766459224,3.918741942,0.020304362,11.03,22.26,2.63,9.35,1.5,0.27,0.94,0.13,0.72,0.14,0.38,0.07,0.49,0.09,715,3.77,97.87,1085,3.63,4.68,0.35,9.34,3.66,16.84,123,5.19,68.18,30.17,64.48,7.685201165,2.925729443,1.24137931,209.0558767,9.551020408,189.6551724,16.14655989,45.42857143,32.62599469,7.353333333,1.469387755,3.06122449,82,0.136881119,19.08163265,0.024793388,5.904509284,2.480106101,19.06122449,1.918367347,15.9137577,8.318681319,2.477453581,5.813102119,12.4238921,0.442505133,0.945731886,79.57807823,12.75,0.2,30,90
62.44981348,0.792819898,15.78524745,4.566845898,0.060986146,2.408952766,3.760812335,3.964099489,5.549739284,0.660683248,116,214,25.2,95,14.3,2.59,12.8,1.35,4.17,0.69,2.3,0.27,1.55,0.22,1238,19.9,266,2633,15.7,20.2,1.02,70.5,9.76,71.7,747,9.94,101,33.5,53.1,9.513838773,5.829145729,1.015075377,264.889336,13.03225806,62.21105528,53.68177487,138.0645161,37.53768844,8.111888112,2.690322581,9.225806452,52.23776224,0.214862682,61.29032258,0.014012739,10.75376884,4.773869347,45.48387097,8.258064516,26.06930693,2.52972973,3.542713568,3.370221328,5.342052314,0.331683168,0.525742574,79.74792592,10.62,0.1,30,90
62.35340705,0.781829074,16.07318732,4.383319626,0.060921746,2.375948095,3.756841004,3.929452618,5.625107882,0.659985582,118,233,26,97.7,14.9,2.48,12.1,1.27,4.24,0.65,2.06,0.25,1.54,0.21,1253,20.6,275,2653,16.5,20.2,0.9,66.8,9.52,76.4,799,10.5,104,32.1,55.8,9.5545605,5.72815534,0.980582524,252.6666667,13.11688312,60.82524272,54.96191572,151.2987013,38.78640777,7.919463087,2.753246753,9.675324675,53.62416107,0.219473264,63.44155844,0.012727273,11.31067961,4.742718447,43.37662338,7.857142857,25.50961538,2.543243243,3.242718447,3.057142857,5.314285714,0.308653846,0.536538462,79.69444424,10.62,0.1,30,90
61.96663883,0.784130023,15.70296747,4.549990835,0.061101041,2.810647875,4.03266869,3.859549074,5.570378215,0.661927942,117,220,24.9,88.8,14.8,2.67,11.6,1.31,3.91,0.66,2.02,0.23,1.42,0.23,1264,19.6,266,2613,14.3,19.7,0.81,63.7,9.36,73.8,771,10.2,107,35.1,61,9.42992729,5.969387755,1.005102041,256.1764706,13.87323944,64.48979592,59.10144411,154.9295775,39.33673469,7.905405405,2.753521127,10.42253521,52.09459459,0.210443038,62.53521127,0.016083916,11.2244898,4.530612245,44.85915493,8.169014085,24.42056075,2.338383838,3.25,3.441176471,5.980392157,0.328037383,0.570093458,79.23357303,10.62,0.1,30,90
62.6559299,0.780917223,16.22685138,4.373136448,0.060850693,2.018214641,3.448205919,4.046571063,5.740248676,0.649074055,133,249,28.3,103,16,2.75,13.8,1.54,4.96,0.78,2.38,0.27,1.64,0.22,1332,22.2,274,2855,17.8,21.5,0.98,74.4,10.6,95.9,842,10.4,111,36.4,56.7,9.78681974,5.990990991,0.968468468,274.5192308,13.1097561,60,58.17124627,151.8292683,37.92792793,8.3125,3.024390244,9.756097561,52.625,0.205705706,62.80487805,0.012359551,11.21621622,4.63963964,45.36585366,8.414634146,25.72072072,2.838235294,3.351351351,3.5,5.451923077,0.327927928,0.510810811,80.64667022,10.62,0.1,30,90
61.52630391,0.779983169,15.71255568,4.482850633,0.092366428,2.812044582,4.577269648,3.838338225,5.5214598,0.656827932,115,227,25.5,95.6,14.7,2.78,12.2,1.41,4.52,0.69,2.13,0.27,1.61,0.23,1324,21.7,272,2692,16.2,19.3,0.91,69.8,9.8,74.7,730,10.6,105,34,58.8,9.359798025,5.299539171,0.889400922,253.9622642,11.98757764,61.01382488,51.23568415,140.9937888,33.640553,7.823129252,2.807453416,9.130434783,49.65986395,0.205438066,59.37888199,0.014197531,10.46082949,4.405529954,43.35403727,7.577639752,25.63809524,2.044843049,3.216589862,3.20754717,5.547169811,0.323809524,0.56,79.74228421,10.62,0.1,30,90
61.89507429,0.791155498,15.87448369,4.650350369,0.102747467,2.527587695,3.98660173,3.904403756,5.58946222,0.678133284,116,232,26.2,99.3,15.5,2.61,12.2,1.27,4.38,0.68,2.22,0.28,1.57,0.21,1283,20.8,272,2627,16.8,20.7,0.88,70.6,9.54,92.1,796,10.8,104,35.6,54.9,9.493865976,5.576923077,0.995192308,243.2407407,13.18471338,61.68269231,52.99793061,147.7707006,38.26923077,7.483870968,2.789808917,9.872611465,51.35483871,0.212003118,63.24840764,0.0125,11.15384615,4.774038462,44.96815287,7.770700637,25.25961538,2.381443299,3.394230769,3.296296296,5.083333333,0.342307692,0.527884615,80.185309,10.62,0.1,30,90
63.42630949,0.869414015,17.4087371,3.709840744,0.030685201,0.838728814,2.31161844,4.214100872,6.443892111,0.746673213,127,265,29.5,111,17.2,3.12,13.2,1.55,4.71,0.71,2.45,0.3,1.62,0.43,1390,23.9,332,3123,17.3,22.5,0.99,75.8,10.7,95,850,11.6,117,27.2,79.2,10.65799298,5.313807531,0.941422594,269.2241379,13.88888889,58.15899582,56.2327447,163.5802469,35.56485356,7.38372093,2.907407407,10.61728395,49.41860465,0.238848921,68.51851852,0.024855491,11.08786611,4.644351464,46.79012346,8.148148148,26.69230769,4.610619469,3.171548117,2.344827586,6.827586207,0.232478632,0.676923077,79.61932008,10.62,0.1,30,90
68.72397202,0.485181741,15.80883839,1.700157684,0.010107953,0.475073788,0.747988517,2.446124611,9.309424655,0.293130635,96.7,170,19.8,66.2,11,1.6,9.16,1.13,3.38,0.57,1.88,0.23,1.43,0.18,424,18.7,500,2061,8.78,20,1.08,75.3,8.7,72.6,369,7.56,29.9,7.6,16.9,11.75554927,5.171122995,1.069518717,272.6190476,13.98601399,22.67379679,48.50550294,118.8811189,19.73262032,8.790909091,2.363636364,7.692307692,33.54545455,1.179245283,46.29370629,0.020501139,9.090909091,3.540106952,52.65734266,6.405594406,68.92976589,15.71621622,4.026737968,1.005291005,2.235449735,0.254180602,0.565217391,78.90998284,10.62,0.1,30,90
63.07637438,0.774443369,16.40597137,4.549854792,0.040760177,1.589646915,3.067203342,4.045447598,5.808325266,0.641972793,115,224,24.8,97.9,16.1,2.9,12.4,1.43,4.3,0.7,2.1,0.25,1.45,0.21,1349,20.8,277,2703,16.5,20.8,0.88,71.7,9.87,89.7,798,10.7,101,30,60.5,9.853772864,5.528846154,1,252.6168224,14.34482759,64.85576923,56.88927688,154.4827586,38.36538462,7.142857143,2.965517241,11.10344828,49.56521739,0.205337287,67.51724138,0.012727273,10.76923077,4.706730769,49.44827586,8.551724138,26.76237624,3.212624585,3.447115385,2.803738318,5.654205607,0.297029703,0.599009901,79.9917839,10.62,0.1,30,90
62.1361603,0.817043528,16.26937925,4.91655943,0.040852176,1.86898707,3.370304553,4.166921993,5.760156872,0.653634822,113,195,23.9,89.4,13.5,2.47,12.1,1.33,3.99,0.65,2.05,0.23,1.44,0.18,1325,19.4,270,2849,15.4,20.2,0.84,70.9,9.69,123,776,11,99.9,34.7,68,9.927078865,5.824742268,1.041237113,259,14.02777778,68.29896907,56.28809189,135.4166667,40,8.37037037,2.770833333,9.375,57.48148148,0.203773585,62.08333333,0.011688312,10.05154639,4.608247423,49.23611111,8.402777778,28.51851852,2.945454545,3.654639175,3.154545455,6.181818182,0.347347347,0.680680681,79.70457057,10.62,0.1,30,90
62.81050033,0.786012999,16.14349776,5.023429234,0.060462538,1.612334358,3.224668716,3.980450446,5.703632791,0.655010833,120,233,26.8,102,15.5,2.73,13.5,1.46,4.63,0.7,2.31,0.27,1.59,0.22,1315,21.9,276,2832,16.2,22.4,1.01,73.5,10,118,740,10.2,131,29.2,57.9,9.684083237,5.479452055,1.02283105,277.6470588,14.08805031,60.0456621,54.13581721,146.5408805,33.78995434,7.741935484,2.911949686,9.748427673,47.74193548,0.209885932,64.1509434,0.013580247,10.63926941,4.657534247,46.22641509,8.490566038,21.61832061,3.003125,3.356164384,2.862745098,5.676470588,0.222900763,0.441984733,81.51704922,10.62,0.1,30,90
64.51122485,0.760147975,15.07120053,4.717985101,0.050676532,1.875031673,2.929103532,4.003446004,5.462930117,0.618253687,116,220,24.2,92.5,14.4,2.74,12,1.34,4.15,0.63,2,0.24,1.53,0.2,1195,19.2,276,2641,15.8,19.8,0.92,69.9,9.63,102,697,10.1,91.2,31.2,57.6,9.466376121,6.041666667,1.03125,261.4851485,12.94117647,62.23958333,54.38349742,143.7908497,36.30208333,8.055555556,2.712418301,9.411764706,48.40277778,0.230962343,60.45751634,0.012658228,11.45833333,4.817708333,45.68627451,7.843137255,28.95833333,3.23183391,3.640625,3.089108911,5.702970297,0.342105263,0.631578947,79.73245345,10.62,0.1,30,90
49.46401449,0.951632818,17.87941527,9.399541631,0.18489463,5.687860258,9.7816572,3.164100775,2.882058118,0.604824809,51.7,102,12.65,50.35,10.59,2.774,9.24,1.292,6.97,1.293,3.1,0.4181,2.58,0.37,1305,36.5,92.28,868,3.71,13.4,0.5465,9.15,2.37,9.48,169,15.9,184.1,43.19,21,6.046158893,1.416438356,0.367123288,54.59119497,5.19379845,35.75342466,14.37379387,39.53488372,4.630136986,4.881964117,2.701550388,4.104651163,15.95845137,0.070712644,19.51550388,0.099730458,2.794520548,1.379452055,3.546511628,3.581395349,4.714828897,0.618111918,0.250684932,2.716352201,1.320754717,0.23460076,0.114068441,37.33495229,48.8,1,30.1934,90.3439
54.4256778,0.973174371,17.87654382,7.628760238,0.162710636,4.470423222,6.623764609,2.607489426,4.822619662,0.408836218,38.3,77.1,9.188,36.33,7.54,2.016,6.28,0.917,4.87,0.936,2.48,0.348,2.17,0.327,1008,27.3,151,770,3.51,7.8,0.5264,9.76,2.42,22.92,142,15.8,157.6,26.42,52,7.430109088,1.402930403,0.285714286,48.73417722,3.594470046,36.92307692,12.66017228,35.52995392,5.201465201,5.079575597,2.244239631,3.474654378,18.83289125,0.149801587,16.74193548,0.093162393,2.824175824,1.330769231,4.497695853,2.894009217,4.885786802,1.121735075,0.357509158,1.672151899,3.291139241,0.167639594,0.329949239,47.39411824,48.8,1,30.1934,90.3439
54.51834272,0.963997122,17.77619095,7.622192935,0.156465764,4.36108938,7.07246255,2.73657571,4.384191707,0.408491155,37.7,75,9.221,36.01,7.33,1.94,6.33,0.884,4.81,0.952,2.44,0.3504,2.24,0.325,940,26.8,157.2,672,3.56,7.8,0.5275,10.13,2.07,25.68,140,14.5,166.7,24.21,32,7.120767416,1.406716418,0.291044776,46.34482759,3.482142857,35.07462687,12.07240808,33.48214286,5.223880597,5.14324693,2.147321429,3.272321429,19.09959072,0.167234043,16.07589286,0.091292135,2.798507463,1.343656716,4.522321429,2.825892857,4.031193761,1.006829993,0.377985075,1.669655172,2.206896552,0.145230954,0.191961608,49.30950197,48.8,1,30.1934,90.3439
55.03736177,0.955549337,17.85488502,7.555265367,0.156494523,4.246079864,6.980070267,2.324617313,4.481339842,0.408336702,38.9,78.4,9.258,36.88,7.6,1.993,6.37,0.915,4.95,0.939,2.49,0.3554,2.26,0.326,963,27.2,132.5,693,3.54,8,0.5316,9.84,2.04,17.57,143,15.6,161.1,26.17,49,6.805957156,1.430147059,0.294117647,44.42307692,3.539823009,35.40441176,12.34643964,34.69026549,5.257352941,5.118421053,2.190265487,3.362831858,18.81578947,0.137590862,16.31858407,0.092090395,2.882352941,1.355882353,4.353982301,2.818584071,4.301675978,0.975055679,0.361764706,1.677564103,3.141025641,0.162445686,0.304158908,45.09305258,48.8,1,30.1934,90.3439
66.86186954,0.597332924,17.10231878,2.567015498,0.079846533,0.844958248,2.074999141,3.594104698,6.144140174,0.13341446,60.7,114.4,13.11,45.19,7.96,1.572,6.18,0.888,5,0.989,2.68,0.4044,2.69,0.401,482,29.6,338.2,768,8.81,19.1,1.499,41.38,7.02,40.66,404,4.3,26.74,2.685,4,9.738244873,2.050675676,0.64527027,178.6046512,7.100371747,16.28378378,16.18590498,42.52788104,13.64864865,7.625628141,1.858736059,2.959107807,50.75376884,0.701659751,16.79925651,0.045516459,3.864864865,1.526689189,15.38289963,2.29739777,28.7210172,4.693132002,1.397972973,0.624418605,0.930232558,0.100411369,0.149588631,52.10118598,48.8,1,30.1934,90.3439
67.58445898,0.592462816,16.96394818,2.22432695,0.058941412,0.609738747,1.862751873,3.681805802,6.299617491,0.12194775,80.9,122.3,16.63,56.48,9.67,1.832,7.43,1.046,5.7,1.142,3,0.4486,2.85,0.426,496,35.4,359.1,731,9.06,19.8,1.541,40.76,5.42,56.29,403,5.5,26.32,3.252,5,9.981423293,2.285310734,0.559322034,132.9090909,6.947368421,14.01129944,20.36124065,42.9122807,11.38418079,8.366080662,2,3.392982456,41.67528438,0.723991935,19.81754386,0.047019868,3.45480226,1.595480226,14.30175439,2.607017544,27.77355623,5.358428806,1.151412429,0.591272727,0.909090909,0.123556231,0.189969605,52.10255774,49.7,0.8,30.1934,90.3439
66.99292137,0.598222539,17.08535575,2.288651378,0.066024561,0.663246728,2.272845498,3.665363515,6.238320655,0.129048006,60.2,119.8,13.3,45.45,8.14,1.619,6.3,0.897,5.11,1.009,2.76,0.4224,2.72,0.412,475,29.9,351.8,858,9.06,19.6,1.516,40.16,5.19,45.66,408,5.6,27.76,3.168,8,9.903684171,2.013377926,0.655518395,153.2142857,7.205882353,15.88628763,15.87552743,44.04411765,13.64548495,7.395577396,1.878676471,2.992647059,50.12285012,0.740631579,16.70955882,0.045474614,4.006688963,1.52006689,14.76470588,2.316176471,30.90778098,4.357394367,1.343143813,0.565714286,1.428571429,0.114121037,0.288184438,51.55394987,49.7,0.8,30.1934,90.3439
70.06182014,0.51365119,15.86454169,1.77634333,0.053589592,0.369060402,1.453996873,3.218408935,6.601631146,0.086956698,66.9,134,14.56,48.78,8.66,1.179,6.54,0.953,5.37,1.063,2.93,0.4619,2.97,0.442,249,32,409.8,414,10.05,23.1,1.831,49.76,7.51,51.52,447,10.7,15.2,1.744,3,9.820040081,2.090625,0.721875,38.69158879,7.777777778,7.78125,16.15735413,45.11784512,13.96875,7.72517321,1.808080808,2.915824916,51.61662818,1.645783133,16.42424242,0.0439801,4.1875,1.524375,16.75420875,2.202020202,27.23684211,6.753824758,1.555,0.162990654,0.280373832,0.114736842,0.197368421,49.77227931,49.7,0.8,30.1934,90.3439
64.5695952,0.604553832,18.63161878,2.683062654,0.08824863,0.605568184,2.691076034,3.963073527,5.975548029,0.187655132,59.3,115.1,12.97,45.43,8.19,1.974,6.32,0.885,4.92,0.974,2.6,0.3874,2.5,0.382,587,28.9,340.3,818,8.93,16.5,1.214,33.04,4.98,50.58,420,6.3,30.76,2.315,3,9.938621557,2.051903114,0.570934256,129.8412698,6.6,20.31141869,17.01434599,46.04,14.53287197,7.240537241,1.968,3.276,51.28205128,0.579727428,18.172,0.042777156,3.982698962,1.571972318,13.216,2.528,26.59297789,3.693177536,1.143252595,0.367460317,0.476190476,0.075260078,0.097529259,55.13905068,50.1,0.4,30.1934,90.3439
66.27357361,0.600134291,17.55876782,2.469516948,0.054001897,0.680627685,2.553372724,3.526425777,6.143989436,0.139589809,59.5,116.3,12.78,43.87,7.77,1.739,6,0.859,4.77,0.945,2.56,0.394,2.55,0.383,547,28.1,326.9,937,8.44,18.6,1.422,37.13,5.34,50.67,371,5.8,30.09,2.836,4,9.670415214,2.117437722,0.661921708,161.5517241,7.294117647,19.46619217,16.73699015,45.60784314,13.20284698,7.657657658,1.870588235,3.047058824,47.74774775,0.5976234,17.20392157,0.045379147,4.138790036,1.561209964,14.56078431,2.352941176,31.13991359,3.787310455,1.321352313,0.488965517,0.689655172,0.094250582,0.13293453,50.0794722,50.1,0.4,30.1934,90.3439
69.03475408,0.694795866,14.54888261,4.128372974,0.070397819,3.056693711,3.052612677,1.687507142,3.558660769,0.167322353,40.7,82.5,9.318,33.07,6.28,1.118,5.34,0.844,4.93,1.026,2.84,0.4404,2.87,0.43,165,28.2,232.9,578,5.72,16.2,1.339,21.5,2.36,4.54,216,14.4,73.94,29.05,75,5.24616791,1.443262411,0.574468085,40.13888889,5.644599303,5.85106383,10.17215778,28.7456446,7.659574468,6.48089172,1.717770035,2.18815331,34.39490446,1.411515152,11.52264808,0.075174825,2.925531915,1.172695035,7.491289199,1.860627178,7.81714904,1.718582888,0.762411348,2.017361111,5.208333333,0.392886124,1.014335948,47.40864325,50.1,0.4,30.1934,90.3439
63.97451641,0.731503591,15.39616667,4.361246791,0.183130245,3.35433566,6.059576339,1.825198112,3.940352445,0.173973733,45,87.8,10.09,36.25,7.1,1.46,6.55,1.057,6.72,1.445,3.99,0.6085,3.89,0.56,270,40.6,195,793,5.63,16.1,1.308,20.98,2.68,26.96,215,13.2,77.25,20.88,29,5.765550557,1.108374384,0.396551724,60.07575758,4.138817481,6.650246305,8.297810029,22.57069409,5.295566502,6.338028169,1.727506427,1.825192802,30.28169014,0.722222222,9.318766067,0.09946714,2.162561576,0.892857143,5.393316195,1.683804627,10.26537217,0.951477502,0.516748768,1.581818182,2.196969697,0.270291262,0.375404531,40.80647539,50.1,0.4,30.1934,90.3439
65.16514028,0,16.88699184,4.438274419,0.041440471,2.382827069,3.802163193,5.780945672,1.326095064,0.176122001,20.8,39.5,4.85,19.1,4.32,1.41,4.56,0.66,3.78,0.82,2.16,0.35,2.34,0.38,263,21.5,56,246,5.31,10,0.83,9.08,2.81,4.89,185,9.45,77.2,18.2,25.7,7.107040736,0.96744186,0.465116279,26.03174603,4.273504274,12.23255814,6.375996249,16.88034188,8.604651163,4.814814815,1.615384615,1.846153846,42.82407407,0.212927757,8.162393162,0.071563089,1.837209302,0.888372093,3.88034188,1.948717949,3.186528497,1.869209809,0.422325581,1.925925926,2.71957672,0.235751295,0.332901554,38.99466801,129.5,2.2,30.7,89.5
73.48659773,0,15.46029515,1.174580865,0.040156611,0.281096275,0.732858147,8.483084028,0.301174581,0.040156611,44.7,82,8.27,29,5.99,1.04,5.39,0.97,5.59,1.11,2.82,0.43,2.88,0.43,165,28.3,13.8,61.1,5.38,9.33,0.98,21.1,3.7,6.79,156,3.53,10,1.53,1.96,8.784258609,1.5795053,0.329681979,17.30878187,3.239583333,5.830388693,11.1330872,28.47222222,5.512367491,7.462437396,1.940972222,2.079861111,26.04340568,0.083636364,10.06944444,0.079925651,2.897526502,1.024734982,7.326388889,1.871527778,6.11,11.98630137,0.745583039,0.433427762,0.555240793,0.153,0.196,49.00642186,129.5,2.2,30.7,89.5
76.76697278,0,13.32404067,1.586585766,0.040997048,0.871187275,0.39972122,2.34708101,4.622417186,0.040997048,34.1,65.6,7.56,27.2,5.87,1,5.91,0.95,5.48,1.2,3.3,0.54,3.62,0.56,170,33.1,152,807,6.32,11.8,1.08,19.7,2.51,24.7,190,4.94,16,1.38,1.65,6.969498196,1.03021148,0.356495468,163.3603239,3.259668508,5.135951662,6.756882766,18.12154696,5.740181269,5.809199319,1.513812155,1.621546961,32.36797274,0.894117647,7.513812155,0.088607595,1.981873112,0.821752266,5.44198895,1.632596685,50.4375,17.43589744,0.595166163,0.279352227,0.334008097,0.08625,0.103125,38.55641823,129.5,2.2,30.7,89.5
76.48850109,0,13.22656386,1.559504158,0.041012601,0.512657514,0.502404364,3.598855748,4.01923491,0.051265751,35,70.7,8.39,30.8,6.04,0.9,6.1,0.9,5.09,1.13,3.17,0.53,3.63,0.56,128,30.3,122,694,6.29,12.6,1.11,20.8,2.48,26.2,183,4.84,17.6,3.58,1.98,7.618090658,1.155115512,0.415841584,143.3884298,3.47107438,4.224422442,6.916111634,19.47658402,6.03960396,5.794701987,1.402203857,1.663911846,30.29801325,0.953125,8.484848485,0.089030207,2.333333333,1.01650165,5.730027548,1.680440771,39.43181818,15.16326531,0.686468647,0.739669421,0.409090909,0.203409091,0.1125,40.50756669,129.5,2.2,30.7,89.5
75.05644489,0,14.13664748,1.501128898,0.040681,0.722087749,0.396639749,3.681630494,4.424058743,0.040681,40.9,75.3,8.64,31.2,6.49,1.12,6.48,1,5.58,1.2,3.33,0.54,3.75,0.58,172,32.1,111,863,6.7,12.4,1.11,20.7,2.25,19.8,202,5.3,15.5,2.4,1.62,8.105689238,1.274143302,0.386292835,162.8301887,3.306666667,5.358255452,7.823347398,20.08,6.292834891,6.302003082,1.488,1.730666667,31.1248074,0.645348837,8.32,0.086567164,2.345794393,0.971962617,5.52,1.728,55.67741935,20.43589744,0.644859813,0.452830189,0.305660377,0.15483871,0.104516129,37.41556142,129.5,2.2,30.7,89.5
75.66281859,0,13.8407595,1.587073756,0.041009658,0.809940741,0.440853821,3.034714675,4.541819599,0.041009658,39.2,78.6,8.6,30.6,6.35,1.13,6.03,0.98,5.54,1.18,3.24,0.52,3.58,0.55,185,33.2,129,837,6.09,12.3,1.07,20.3,2.27,21.7,185,6.19,16.3,2.22,1.44,7.576534274,1.180722892,0.370481928,135.2180937,3.43575419,5.572289157,7.854230017,21.95530726,5.572289157,6.173228346,1.547486034,1.773743017,29.13385827,0.697297297,8.547486034,0.090311987,2.36746988,0.921686747,5.670391061,1.684357542,51.34969325,17.18604651,0.611445783,0.358642973,0.232633279,0.136196319,0.088343558,36.64209844,129.5,2.2,30.7,89.5
76.84214869,0,13.20240944,1.466705174,0.041257529,0.64980609,0.598234178,2.331050417,4.827130951,0.041257529,39.9,82.3,8.59,30.8,6.04,0.98,4.93,0.89,5.07,1.1,3.07,0.5,3.51,0.55,158,30.8,133,845,7.04,11.8,1.1,20.1,2.27,20,224,5.9,13.8,1.45,1.66,7.158181368,1.295454545,0.383116883,143.220339,3.361823362,5.12987013,8.153918281,23.44729345,7.272727273,6.605960265,1.444444444,1.720797721,37.08609272,0.841772152,8.774928775,0.078125,2.672077922,1,5.726495726,1.404558405,61.23188406,11.96551724,0.652597403,0.245762712,0.281355932,0.105072464,0.120289855,34.93206976,129.5,2.2,30.7,89.5
68.54283542,0.637034297,15.79228572,3.920843351,0.071923227,1.315167581,3.185171486,4.037975464,2.239894787,0.256868668,48.47,100.39,10.5,37.48,7.21,1.25,6.28,0.99,5.9,1.13,3.32,0.5,3.02,0.44,198.85,34.38,125.9,270.25,7.84,14.15,1.72,43.27,6.48,38.2,307.53,9.1,52.19,7.55,13.57,6.27787025,1.409831297,0.411576498,29.6978022,4.685430464,5.78388598,11.51242071,33.24172185,8.945026178,6.72260749,1.953642384,2.387417219,42.65325936,0.633140558,12.41059603,0.056122449,2.920011635,1.090168703,14.32781457,2.079470199,5.178195057,1.970967742,1.25858057,0.82967033,1.491208791,0.144663729,0.260011496,50.31330134,204.9,2.4,30.155,89.0899
66.49722067,0.723245097,16.20069018,4.500650921,0.07232451,1.456822268,2.737999297,3.409584031,4.194821565,0.206641456,56.64,117.41,12.05,43.38,8.01,1.35,7.24,1.1,6.59,1.28,3.77,0.55,3.23,0.49,207.91,37.46,176.17,573.53,9.27,14.29,1.4,47.28,6.31,52.74,351.83,10.78,55.98,7.87,14.11,7.604405596,1.512012814,0.381473572,53.20315399,4.424148607,5.550186866,12.57828115,36.3498452,9.392151628,7.071161049,2.040247678,2.479876161,43.92384519,0.84733779,13.43034056,0.052858684,3.134276562,1.158035238,14.6377709,2.241486068,10.24526617,2.777358491,1.262146289,0.730055659,1.30890538,0.140585924,0.252054305,49.822855,204.9,2.4,30.152,89.0888
68.25490515,0.681836685,15.63136042,4.176504111,0.071236669,1.414556704,3.073353415,3.785720101,2.717170072,0.193356672,68.04,136.98,13.97,48.56,8.41,1.24,7.04,1.04,6.23,1.19,3.43,0.51,3.01,0.45,220.87,34.97,191.52,319.85,8.36,13.57,1.31,50.66,5.78,42.94,330.66,9.65,53.4,7.55,13.68,6.502890173,1.945667715,0.388046897,33.14507772,4.508305648,6.31598513,16.21430674,45.50830565,9.455533314,8.090368609,2.069767442,2.794019934,39.31747919,0.867116403,16.13289037,0.053827751,3.917071776,1.388618816,16.83056478,2.338870432,5.989700375,2.11589404,1.448670289,0.78238342,1.41761658,0.141385768,0.256179775,49.15089341,204.9,2.4,30.1442,89.0875
