SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V
52.63743264,1.991850601,14.35750179,9.800511612,0.222440169,6.197991972,9.686258253,4.388137872,0.525767671,0.192107418,4.72,15.07,2.54,12.26,4.09,1.28,4.8,0.82,5.44,1.17,3.3,0.49,3.03,0.47,122.66,36.16,9.2,54.24,2.75,3.04,0.19,0.24,0.14,0.8,114.9,49.08,389.16,114.4,97.56,4.913905544,0.130530973,0.084070796,1.105134474,1.00330033,3.392146018,1.117377561,4.97359736,3.177544248,1.15403423,1.795379538,1.349834983,28.09290954,0.075004076,4.04620462,0.170909091,0.41675885,0.339048673,0.079207921,1.584158416,0.13937712,0.507306889,0.006637168,2.330888346,1.987775061,0.293966492,0.250693802
51.15242389,1.317055874,14.36604022,11.71673168,0.21275518,7.091839319,9.634770275,4.06261081,0.303935971,0.141836786,10.31,22.54,2.96,12.84,3.36,1.27,4.25,0.74,4.86,1.07,3.12,0.46,2.92,0.45,208.5,27.02,4.06,46.52,2.2,11.19,0.7,0.97,0.24,3.24,81.54,48.94,312.7,67.56,94.54,4.366546781,0.381569208,0.414137676,0.950551696,3.832191781,7.716506292,2.532657072,7.719178082,3.017764619,3.068452381,1.664383562,1.150684932,24.26785714,0.019472422,4.397260274,0.204545455,0.834196891,0.475203553,0.332191781,1.455479452,0.148768788,0.45320715,0.035899334,1.380465877,1.931753167,0.216053726,0.302334506
50.19610228,1.347886453,14.34029572,12.01240461,0.202689692,7.225887527,10.17502255,3.942314514,0.334437992,0.222958661,12.34,29.76,3.52,14.76,3.51,1.29,4.13,0.7,4.5,0.95,2.84,0.42,2.62,0.4,247.7,19.16,9.9,126.4,2.16,11.02,0.69,0.63,0.34,5.07,79.03,11.11,371.6,74.76,102.7,4.276752506,0.644050104,0.575156576,11.37713771,4.20610687,12.92797495,3.378426257,11.35877863,4.12473904,3.515669516,1.717557252,1.339694656,22.51566952,0.039967703,5.633587786,0.185185185,1.553235908,0.770354906,0.240458015,1.576335878,0.3401507,0.420318725,0.032881002,6.729072907,9.243924392,0.201184069,0.276372443
50.07350332,1.409236072,14.46748112,12.3637654,0.20276778,7.228671364,9.844375729,3.883002991,0.425812338,0.10138389,9.95,21.75,2.87,12.41,3.27,1.24,4.28,0.75,4.93,1.09,3.25,0.48,3.11,0.46,236.4,28.3,7.08,105.2,2.3,11.29,0.72,0.97,0.28,3.58,85.75,53.47,402.5,78.46,120,4.308815329,0.351590106,0.398939929,1.967458388,3.63022508,8.35335689,2.294897364,6.993569132,3.030035336,3.042813456,1.585209003,1.051446945,26.22324159,0.029949239,3.990353698,0.2,0.768551237,0.438515901,0.311897106,1.376205788,0.26136646,0.4376931,0.034275618,1.467364878,2.244249112,0.194931677,0.298136646
47.07550514,3.240998633,14.78705626,11.53086545,0.212690535,7.120068871,12.25502608,2.187674077,1.154605763,0.435509191,39.88,89.81,10.73,42.59,8.31,2.95,7.75,1.06,5.51,1.05,2.69,0.37,2.15,0.31,784.3,22.29,31.05,571.7,5.23,45.34,2.92,1.7,0.46,5.12,188.8,14.24,352.1,68.94,53.24,3.34227984,1.789143114,2.034096007,40.14747191,21.08837209,35.18618214,13.3050731,41.77209302,8.470165994,4.799037304,2.562790698,3.865116279,22.71961492,0.039589443,19.80930233,0.059273423,4.029161059,1.910722297,0.790697674,3.604651163,1.623686453,0.272727273,0.076267384,4.841292135,3.738764045,0.195796649,0.151207043
46.6008994,3.524693109,13.04541587,11.55856257,0.212696998,8.669934773,12.47822388,2.45107969,0.972329133,0.486164567,42.61,102.2,11.82,47.42,9.03,2.93,8.42,1.16,5.94,1.14,2.88,0.4,2.32,0.35,710.9,24.03,23.82,530.4,4.94,52.21,3.27,2.42,1.36,8.43,156.7,18.33,345.5,81.95,253.9,3.423408824,1.773200166,2.172700791,28.93617021,22.50431034,29.58385352,13.17419613,44.05172414,6.521015397,4.718715393,2.560344828,3.892241379,17.35326689,0.033506822,20.43965517,0.070850202,4.253017062,1.973366625,1.043103448,3.629310345,1.535166425,0.274350649,0.100707449,4.470812875,13.85160938,0.237192475,0.73487699
45.28405174,3.730586756,14.40533636,12.37176108,0.192611816,7.369936337,12.52990552,2.453266291,1.165808361,0.496735737,40.36,86.23,10.46,42.4,8.34,2.81,7.8,1.07,5.56,1.06,2.69,0.35,2.03,0.28,875.5,21.55,27.66,486.8,5.02,50.24,3.27,1.51,0.42,6.99,174.8,18.4,405.6,64.25,137.9,3.619074652,1.872853828,2.331322506,26.45652174,24.74876847,40.62645012,14.26118767,42.47783251,8.11136891,4.839328537,2.738916256,4.108374384,20.95923261,0.031593375,20.88669951,0.055776892,4.001392111,1.967517401,0.743842365,3.842364532,1.200197239,0.288834951,0.070069606,3.491847826,7.494565217,0.158407298,0.339990138
45.82079115,3.790527735,13.93576373,12.15908054,0.192566917,7.24659714,12.4357688,2.564180526,1.256752511,0.597970953,51.64,118.5,14.41,58.73,11.6,3.44,10.51,1.45,7.54,1.4,3.5,0.46,2.68,0.39,870.5,30.33,37.66,612.7,3.89,70.61,4.17,2.01,0.48,6.83,109.1,25.9,380.5,57.33,51.94,3.820933037,1.702604682,2.328058028,23.65637066,26.34701493,28.70095615,13.82139933,44.21641791,3.597098582,4.451724138,2.813432836,4.328358209,9.405172414,0.043262493,21.9141791,0.100257069,3.90702275,1.936366634,0.75,3.921641791,1.610249671,0.307253464,0.066271019,2.213513514,2.005405405,0.150670171,0.136504599
45.67843678,3.820894312,14.63493737,12.14983581,0.182429967,7.246523696,12.2126728,2.351319577,1.175659788,0.547289901,44.66,98.68,11.84,47.62,9.37,3.1,8.5,1.18,6.06,1.15,2.9,0.39,2.22,0.32,888.6,22.67,27.72,531.1,4.71,59.1,3.65,1.07,0.51,6.9,153.9,10.75,391,57.84,131.5,3.526979365,1.970004411,2.606969563,49.40465116,26.62162162,39.19717689,14.42999962,44.45045045,6.788707543,4.766275347,2.72972973,4.220720721,16.42475987,0.031195138,21.45045045,0.067940552,4.352889281,2.100573445,0.481981982,3.828828829,1.35831202,0.28879668,0.047198941,5.380465116,12.23255814,0.147928389,0.336317136
50.71078059,3.35913391,15.98623969,10.51752922,0.131532352,5.291647696,8.85313907,3.227601558,1.264734153,0.657661759,50.91,113.2,14.38,58.37,11.72,3.31,10.85,1.56,8.23,1.59,4.09,0.55,3.17,0.46,1010,35.94,32.8,518.2,6.21,69.3,4.29,2.39,0.69,7.88,275,13.95,315.3,38.62,67.3,4.492335711,1.416527546,1.928213689,37.14695341,21.86119874,28.10239288,11.51978597,35.70977918,7.651641625,4.343856655,2.596214511,3.697160883,23.46416382,0.032475248,18.41324921,0.074074074,3.149693934,1.624095715,0.753943218,3.422712934,1.643514114,0.507428571,0.066499722,2.768458781,4.82437276,0.122486521,0.21344751
45.44073256,3.575697413,14.99159255,11.74206357,0.192459634,7.039970827,12.61117076,2.512104698,1.41812362,0.476084358,46.53,95.23,11.43,46.05,8.95,3.02,8.37,1.12,5.82,1.06,2.71,0.36,2.05,0.3,892.2,23.56,41.48,566.6,6.7,56.38,3.58,4.6,1.34,6.07,253.6,20.15,363,78.81,102.3,3.930228318,1.974957555,2.393039049,28.1191067,27.50243902,37.86926995,16.28095091,46.45365854,10.76400679,5.198882682,2.83902439,4.365853659,28.33519553,0.046491818,22.46341463,0.044776119,4.042020374,1.954584041,2.243902439,4.082926829,1.560881543,0.311646586,0.19524618,3.911166253,5.076923077,0.217107438,0.281818182
46.12237872,3.807247947,16.72758938,11.49161089,0.202513189,4.860316528,9.700381737,4.040138114,1.599854191,1.447969299,112.6,234.6,28.9,114.8,20.43,6.62,17.83,2.26,10.92,1.98,4.74,0.56,2.98,0.41,1323,44.07,46.44,1110,2.55,113.5,5.61,1.75,0.32,3.95,90.96,10.45,239.6,2.19,2.89,5.639992304,2.555026095,2.575448151,106.2200957,38.08724832,30.02042206,27.10333305,78.72483221,2.063989108,5.511502692,3.66442953,6.855704698,4.452276065,0.035102041,38.52348993,0.160784314,5.323349217,2.604946676,0.587248322,5.983221477,4.632721202,0.581419624,0.039709553,0.209569378,0.276555024,0.009140234,0.01206177
46.20261497,3.7877637,16.82212702,11.40278917,0.202554209,4.820790164,9.590941776,4.071339592,1.66094451,1.438134881,76.15,186.7,20.6,81.61,14.61,5.28,12.67,1.67,8.38,1.53,3.8,0.47,2.58,0.36,1170,31.67,24.26,1078,3.08,69.84,4.27,1.03,0.33,4.23,129,6.14,235.5,2.44,3.81,5.732284103,2.404483739,2.205241554,175.5700326,27.06976744,36.94347963,21.17145848,72.36434109,4.073255447,5.212183436,3.248062016,5.662790698,8.829568789,0.020735043,31.63178295,0.116883117,5.89516893,2.576886644,0.399224806,4.910852713,4.577494692,0.597676874,0.032522892,0.397394137,0.620521173,0.010360934,0.016178344
46.91313021,2.40995575,19.4214081,11.32780461,0.192391425,4.202233766,8.505726176,4.040219934,2.085928086,0.90120194,38.3,88.41,11.35,47.97,9.81,3.86,9.03,1.23,6.41,1.21,3.13,0.4,2.25,0.33,1188,25.33,13.38,986.1,11.48,32.98,1.46,1.33,0.56,5.53,492.3,9.84,221.3,18.46,33.18,6.12614802,1.512041058,1.302013423,100.2134146,14.65777778,46.90090801,12.21003282,39.29333333,19.43545203,3.904179409,2.848888889,4.36,50.18348624,0.011262626,21.32,0.028745645,3.490327675,1.893801816,0.591111111,4.013333333,4.45594216,0.720238095,0.052506909,1.87601626,3.37195122,0.083416177,0.149932219
45.70825468,4.018754186,14.99928961,13.44455946,0.213115752,6.007834541,10.858755,2.882136841,1.501958635,0.36534129,32.97,67.92,7.94,32.63,6.78,2.68,6.51,0.91,4.68,0.88,2.23,0.3,1.84,0.27,914.6,18.85,41.74,839.1,6.3,47.71,3.22,1.89,0.32,5.17,278.9,20.03,442.7,49.72,34.59,4.384095476,1.749071618,2.531034483,41.89216176,25.92934783,48.5198939,12.8529169,36.91304348,14.79575597,4.862831858,2.543478261,3.684782609,41.13569322,0.045637437,17.73369565,0.042857143,3.603183024,1.731034483,1.027173913,3.538043478,1.895414502,0.403738318,0.100265252,2.482276585,1.726909636,0.11231082,0.078134177
45.26982518,3.648340512,16.81276919,12.08512795,0.202685584,5.117810996,10.05320497,3.151760831,2.229541424,1.428933367,56.44,136.9,18.3,77.16,15.22,4.74,13.63,1.85,9.39,1.75,4.26,0.53,2.89,0.4,1291,33.09,44.11,1021,3.33,66.06,3.54,1.27,0.5,6.35,144.6,10.95,276.4,3.85,9.01,5.381302255,1.705651254,1.996373527,93.24200913,22.85813149,39.0148081,14.00843882,47.37024221,4.369900272,3.708278581,3.249134948,5.266435986,9.50065703,0.034167312,26.69896194,0.12012012,4.137201571,2.331822303,0.439446367,4.716262976,3.693921852,0.535282258,0.038380175,0.351598174,0.82283105,0.013929088,0.032597685
57.13910682,1.312614223,13.22711255,8.642050101,0.16155252,9.188299559,5.765405547,4.099395188,0.323105039,0.141358455,12.08,25.38,3.16,13.51,3.48,1.22,3.85,0.63,3.99,0.83,2.41,0.34,2.15,0.32,3.96,23.5,0.96,204.8,2.26,17.21,1.15,1.35,0.29,7.5,96.76,41.14,217.4,185.56,635.2,4.422500227,0.514042553,0.732340426,4.978123481,8.004651163,0.168510638,4.030222746,11.80465116,4.117446809,3.471264368,1.855813953,1.618604651,27.8045977,0.242424242,6.28372093,0.14159292,1.08,0.574893617,0.627906977,1.790697674,0.942042318,0.767075306,0.057446809,4.510452115,15.43996111,0.853541858,2.921803128
54.95370885,1.282219552,15.04336325,8.659525276,0.161539471,9.258230941,5.764939877,4.119256515,0.615869234,0.141347037,6.78,15.82,2.13,9.66,2.74,1.01,3.27,0.55,3.54,0.75,2.21,0.31,2.04,0.3,3.13,21.26,0.32,407.6,2.22,16.29,1.02,1.07,0.16,7.88,94.12,38.12,213.6,183.12,645,4.735125748,0.318908749,0.766227658,10.69254984,7.985294118,0.147224835,2.383966245,7.754901961,4.427093133,2.474452555,1.735294118,1.343137255,34.35036496,0.102236422,4.735294118,0.135135135,0.744120414,0.454374412,0.524509804,1.602941176,1.9082397,0.821366025,0.050329257,4.803777545,16.92025184,0.857303371,3.019662921
57.62807641,1.099887993,12.9262066,8.164397937,0.161451449,9.182551135,6.609418674,3.955560489,0.171542164,0.100907155,4.68,11.9,1.7,8,2.43,0.7,3.04,0.54,3.58,0.76,2.22,0.32,2.04,0.3,363,21.18,2.71,99.12,1.92,11.33,0.78,0.83,0.14,8.54,79.06,39.18,212.6,187.48,584.8,4.127102653,0.220963173,0.534938621,2.529862175,5.553921569,17.1388102,1.64556962,5.833333333,3.732766761,1.925925926,1.754901961,1.191176471,32.53497942,0.007465565,3.921568627,0.15625,0.561850803,0.377714825,0.406862745,1.490196078,0.466227658,0.624427481,0.039187913,4.785094436,14.92598264,0.881843838,2.75070555
49.34527198,2.277314839,14.47130066,10.46012111,0.196677191,8.436416335,10.19615962,3.126132188,1.200766006,0.28984007,24.7,49.2,6.43,26.9,6.19,1.83,6.17,1.06,6.1,1.29,3.53,0.5,3.17,0.5,297,32.3,30,310,4.55,38.2,2.24,2.16,0.74,4.09,176,45.7,317,41.7,9.26,4.326898194,0.764705882,1.182662539,6.783369803,12.05047319,9.19504644,5.589053495,15.52050473,5.448916409,3.990306947,1.924290221,1.952681388,28.43295638,0.101010101,8.485804416,0.10989011,1.523219814,0.832817337,0.681388013,1.94637224,0.977917981,0.424365482,0.066873065,0.912472648,0.202625821,0.131545741,0.029211356
49.39693865,2.284448408,14.53045449,10.36456204,0.18787601,8.331578448,10.34763256,3.078276165,1.185064064,0.293169159,24.84775225,51.87544735,6.512746374,27.51594503,6.339575607,1.922384318,6.5461181,1.064546922,6.706197661,1.27044971,3.912632428,0.520288724,3.216592825,0.472050229,301.0683288,35.63884497,28.73791198,290.7963427,3.687477143,40.53799567,2.271886269,2.031477697,0.798305581,4.180148496,135.6433881,44.62813022,311.1896483,39.32762022,8.085388208,4.263340229,0.697209808,1.137466596,6.51598759,12.60277501,8.44775775,5.541043948,16.1274523,3.806054551,3.91946619,2.084876149,1.970897764,21.39628841,0.095453122,8.554376176,0.128014415,1.455587222,0.772077351,0.631561969,2.03510934,0.934466632,0.412011173,0.057001783,0.881229396,0.181172462,0.126378305,0.025982189
49.26807048,2.298279396,14.58682734,11.08143363,0.196699588,8.69619231,9.255233244,3.271424726,1.024908379,0.320930907,24.1,57.7,6.65,28.8,6.73,1.98,6.28,1.1,6.41,1.24,3.36,0.49,2.99,0.47,250,25.9,22.2,304,4.25,32.6,2.18,2.96,0.94,5.9,179,39.6,260,41.9,12.5,4.296333106,0.930501931,1.258687259,7.676767677,10.90301003,9.652509653,5.781578539,19.29765886,6.911196911,3.580980684,2.143812709,2.25083612,26.59732541,0.0888,9.632107023,0.110588235,2.227799228,1.111969112,0.989966555,2.100334448,1.169230769,0.464205817,0.114285714,1.058080808,0.315656566,0.161153846,0.048076923
52.32046798,1.687427134,17.37538606,7.447178417,0.153402467,6.453130433,9.398457794,4.377083717,0.582929374,0.204536622,19.4,39.7,5.43,27.1,5.11,1.45,5.01,0.85,4.88,0.96,2.51,0.37,2.29,0.35,479,18.4,7.13,194,3.63,23.8,1.75,2.96,0.95,9.21,115,32.4,172,70.3,103,4.96001309,1.054347826,1.293478261,5.987654321,10.3930131,26.0326087,6.076686382,17.33624454,6.25,3.796477495,2.131004367,2.231441048,22.50489237,0.014885177,11.83406114,0.096418733,2.157608696,1.472826087,1.292576419,2.187772926,1.127906977,0.527747552,0.160869565,2.169753086,3.179012346,0.40872093,0.598837209
62.32914723,0.64744209,16.28882083,6.357264711,0.123322303,3.196103015,6.258606869,2.30201632,2.260908885,0.236367747,22.2,43.9,5.51,21.9,4.84,1.22,4.17,0.68,3.77,0.82,2.28,0.32,2.06,0.31,648,19.9,78.3,559,1.89,11.2,0.53,6.58,0.48,9.74,65,24.4,187,10.9,28.6,4.562925205,1.115577889,0.56281407,22.90983607,5.436893204,32.56281407,7.730121666,21.31067961,3.266331658,4.58677686,1.830097087,2.349514563,13.42975207,0.120833333,10.63106796,0.164021164,2.206030151,1.100502513,3.194174757,2.024271845,2.989304813,0.729064039,0.330653266,0.446721311,1.172131148,0.05828877,0.152941176
62.03298449,0.625249844,16.07199598,6.509773373,0.143499964,3.23899919,6.754748311,2.234499441,2.142249464,0.245999939,35.4,68.5,8.03,29.4,6.13,1.53,4.82,0.78,4.2,0.89,2.42,0.35,2.28,0.36,653,21.3,72.6,488,3.45,9.57,0.46,11.9,0.39,10.2,120,27,199,10.9,25.1,4.376748906,1.661971831,0.449295775,18.07407407,4.197368421,30.657277,11.13701976,30.04385965,5.633802817,5.774877651,1.842105263,2.688596491,19.57585644,0.111179173,12.89473684,0.104347826,3.215962441,1.38028169,5.219298246,2.114035088,2.452261307,0.647951442,0.558685446,0.403703704,0.92962963,0.054773869,0.126130653
62.33561365,0.616561587,16.85337073,6.41667397,0.143314482,3.036411158,6.49039329,2.427066847,1.415617154,0.264977137,49.40723991,96.86811564,10.45831735,39.58301845,7.493522064,1.670687322,6.004650339,0.874446233,4.765411689,0.902193559,2.493144424,0.355178317,2.16345872,0.337973084,715.1332897,25.42133101,49.85635641,284.4704772,2.545971285,9.818222054,0.412366514,14.94700578,0.502384473,9.30361565,91.97098075,28.8237314,188.0877324,7.51316505,27.08998942,3.842684002,1.943534738,0.386219827,9.869314741,4.538206328,28.13122922,16.38108091,44.774654,3.617866457,6.593326808,2.20268205,3.463676933,12.27339827,0.069716173,18.29617459,0.132748192,3.810505264,1.557078913,6.908847228,2.775486439,1.512435041,0.592057188,0.587971014,0.260659002,0.93985019,0.039945003,0.144028476
61.58878283,0.704213026,16.25661358,6.841058914,0.151344028,3.288386559,6.930938734,2.203239586,1.756414361,0.279008377,46.15606329,89.73290528,9.768642693,38.07454287,6.925798137,1.558627129,5.426247037,0.80276721,4.55799496,0.857951693,2.433657183,0.345555013,2.142331947,0.343278464,711.1984649,24.63186215,62.00938045,392.3414592,2.395264289,10.78491915,0.447190792,14.04570247,0.309049055,8.653910463,84.31597874,26.90079246,209.3867108,8.064928275,27.30165865,3.959653947,1.873835726,0.437844248,14.5847547,5.034196108,28.87310998,15.45405919,41.8856216,3.42304525,6.664367395,2.127585768,3.23283147,12.17418947,0.087189981,17.77247589,0.143315485,3.64296068,1.545743584,6.556268038,2.532869402,1.873764852,0.571301248,0.570224954,0.299802628,1.01490165,0.038516906,0.130388689
60.97309047,0.677750154,16.66390207,6.68316605,0.145522931,3.279862985,7.155047051,2.31513754,1.835827746,0.270693005,33.42627887,64.48303737,7.497938796,28.98504482,5.928956791,1.384634943,4.867929428,0.736359556,4.088271764,0.809655131,2.248336481,0.318620295,2.125853195,0.298197435,665.6719527,22.81831444,61.86217618,346.7127937,1.911819604,11.02480096,0.528832212,9.10935755,0.692657933,10.64237316,66.67047918,25.05816112,195.3738733,7.828519511,26.82104713,4.150965285,1.464888169,0.4831558,13.83632231,5.186059407,29.17270487,11.27860371,30.33278004,2.921796847,5.637801058,1.923120455,2.788977529,11.24489207,0.092931925,13.63454677,0.155975718,2.82593342,1.270253546,4.285036037,2.289870928,1.774611865,0.580145072,0.399212552,0.312413967,1.070351771,0.040069429,0.137280623
61.78230466,0.731212474,16.1896621,6.754961431,0.154481509,3.480983326,6.07627267,2.265728792,2.27602756,0.288365483,28.7,69.2,7.72,31.9,6.04,1.24,4.94,0.72,3.89,0.74,2,0.29,1.88,0.29,526,14.8,69,495,3.73,10.2,0.62,8.42,0.62,8.3,115,21.6,157,10.9,29.8,4.541756352,1.939189189,0.689189189,22.91666667,5.425531915,35.54054054,10.95026484,36.80851064,7.77027027,4.751655629,2.069148936,3.212765957,19.0397351,0.131178707,16.96808511,0.077747989,4.675675676,2.155405405,4.478723404,2.627659574,3.152866242,0.747457627,0.568918919,0.50462963,1.37962963,0.069426752,0.189808917
61.59405412,0.657003244,16.21976759,6.777399088,0.14371946,3.326078923,6.888268386,2.268714327,1.868352975,0.256641892,32.7,73.9,7.76,28.9,5.98,1.31,4.8,0.68,3.76,0.73,1.94,0.29,1.86,0.29,613,15.1,50.6,494,4.06,7.41,0.41,10.8,0.25,8.56,161,22.6,144,11.9,37.8,4.137067302,2.165562914,0.490728477,21.85840708,3.983870968,40.59602649,12.61058936,39.7311828,10.66225166,5.468227425,2.021505376,3.215053763,26.92307692,0.082544861,15.53763441,0.071428571,4.894039735,1.913907285,5.806451613,2.580645161,3.430555556,0.600596125,0.715231788,0.526548673,1.672566372,0.082638889,0.2625
51.69795835,0.933620601,17.20529394,10.36216272,0.205191341,6.094182825,9.541397353,1.887760337,1.723607264,0.34882528,33.5,57.5,7.68,33.9,6.88,1.65,5.83,0.86,5.09,1.01,2.76,0.43,2.47,0.41,622,27.7,59.1,310,3.14,8.59,0.31,4.62,0.44,8.1,111,34.5,317,15.3,74.4,3.6113676,1.209386282,0.310108303,8.985507246,3.477732794,22.45487365,9.72855703,23.27935223,4.007220217,4.869186047,2.060728745,2.785425101,16.13372093,0.095016077,13.72469636,0.130573248,2.075812274,1.223826715,1.870445344,2.360323887,0.977917981,0.378494624,0.166787004,0.443478261,2.156521739,0.048264984,0.234700315
49.04004955,0.949628406,17.55780347,11.23038811,0.227085054,6.719653179,10.10528489,1.827002477,1.9611891,0.381915772,49.3,83,10.5,43.2,8.52,1.92,6.88,0.96,5.52,1.09,2.89,0.43,2.57,0.42,661,29.8,68.1,333,3.23,8.96,0.34,7.88,0.97,12.1,115,35.9,368,16.8,78.9,3.788191577,1.654362416,0.300671141,9.275766017,3.486381323,22.18120805,13.75987128,32.29571984,3.859060403,5.786384977,2.147859922,3.315175097,13.49765258,0.103025719,16.80933852,0.13003096,2.785234899,1.44966443,3.06614786,2.677042802,0.904891304,0.374872319,0.26442953,0.467966574,2.197771588,0.045652174,0.214402174
54.84070523,0.804206619,16.30064955,9.186514074,0.185586143,5.91813589,8.908134859,1.917723477,1.639344262,0.298999897,27.3,48.1,6.29,27.4,5.79,1.48,4.92,0.71,4.27,0.87,2.35,0.35,2.12,0.35,620,23.9,57.7,258,2.5,9.51,0.41,3.95,0.67,9.77,95.6,32.5,286,24.1,122,3.557067739,1.142259414,0.39790795,7.938461538,4.485849057,25.94142259,9.236923812,22.68867925,4,4.715025907,2.014150943,2.731132075,16.51122625,0.093064516,12.9245283,0.14,2.012552301,1.146443515,1.863207547,2.320754717,0.902097902,0.399305556,0.165271967,0.741538462,3.753846154,0.084265734,0.426573427
55.02879473,0.853558206,17.23570547,9.193747429,0.174825175,5.244755245,8.350473056,1.902509255,1.676264912,0.339366516,26.4,49,6.6,29.1,6.37,1.57,5.28,0.79,4.68,0.94,2.55,0.38,2.24,0.37,651,25.3,65.6,357,2.91,7.86,0.32,3.46,0.53,9.45,101,32.9,296,14,63.6,3.578774167,1.043478261,0.310671937,10.85106383,3.508928571,25.7312253,8.453887884,21.875,3.992094862,4.144427002,2.089285714,2.84375,15.855573,0.100768049,12.99107143,0.127147766,1.936758893,1.150197628,1.544642857,2.357142857,1.206081081,0.428571429,0.136758893,0.425531915,1.933130699,0.047297297,0.214864865
62.82765738,0.546955624,17.58513932,6.150670795,0.092879257,3.415892673,3.880288958,2.776057792,2.394220846,0.330237358,129,262,26.7,93.9,15.8,2.39,11.7,1.32,6.35,1.02,2.45,0.27,1.43,0.19,579,24.8,96.8,632,1.17,12.9,0.79,47,1.41,9.05,44.6,29.9,175,11.3,43,5.170278638,5.201612903,0.52016129,21.13712375,9.020979021,23.34677419,64.70744445,183.2167832,1.798387097,8.164556962,4.440559441,11.04895105,2.82278481,0.167184801,65.66433566,0.162393162,10.56451613,3.786290323,32.86713287,8.181818182,3.611428571,1.332446809,1.89516129,0.377926421,1.43812709,0.064571429,0.245714286
62.22176422,0.62860676,16.14798021,6.358202803,0.133965375,3.266694147,6.636438582,2.411376752,1.947650453,0.247320692,31,64.1,7.38,28.7,5.58,1.37,5.37,0.67,4.15,0.84,2.44,0.32,2.12,0.31,687,21.7,64,444,4.02,10,0.45,8.74,0.51,9.46,161,24.6,186,8.45,26.3,4.359027205,1.428571429,0.460829493,18.04878049,4.716981132,31.65898618,10.48881458,30.23584906,7.419354839,5.555555556,1.95754717,2.632075472,28.85304659,0.093158661,13.53773585,0.077114428,2.953917051,1.322580645,4.122641509,2.533018868,2.387096774,0.656832298,0.402764977,0.343495935,1.069105691,0.045430108,0.141397849
61.09536343,0.668151448,16.44057502,6.509414861,0.131605588,3.249645677,6.95484916,2.794087872,1.903219275,0.25308767,46.5,88.7,9.44,34.5,6.26,1.42,5.74,0.74,4.31,0.83,2.37,0.32,2.19,0.3,775,22.8,69.7,468,3.02,9.4,0.42,14.9,0.35,9.29,124,25.6,209,9.81,28.5,4.697307147,2.039473684,0.412280702,18.28125,4.292237443,33.99122807,15.23033351,40.50228311,5.438596491,7.428115016,1.96803653,2.858447489,19.80830671,0.089935484,15.75342466,0.099337748,3.890350877,1.513157895,6.803652968,2.621004566,2.23923445,0.675400291,0.653508772,0.383203125,1.11328125,0.046937799,0.136363636
61.47700502,0.655536208,16.47034723,6.647546861,0.143398546,3.287923794,7.067499744,2.171463689,1.812967326,0.266311585,45.4,87.1,9.99,39.7,6.76,1.51,5.13,0.72,4.21,0.86,2.24,0.34,1.97,0.33,618,23.8,73,441,3.76,11.2,0.47,13.5,0.46,8.68,143,24.1,208,7.58,29.5,3.984431015,1.907563025,0.470588235,18.29875519,5.685279188,25.96638655,16.53066033,44.21319797,6.008403361,6.715976331,2.137055838,3.431472081,21.15384615,0.118122977,20.15228426,0.087765957,3.659663866,1.668067227,6.852791878,2.604060914,2.120192308,0.563768116,0.567226891,0.314522822,1.22406639,0.036442308,0.141826923
66.70009024,0.441191216,17.61756743,2.526822421,0.050135365,1.734683646,3.960693873,4.421939236,2.386443397,0.16043317,36,69.3,7.62,26.5,4.14,1.19,2.66,0.3,1.3,0.22,0.59,0.09,0.56,0.08,1003,6.18,84.2,461,6.37,4.98,0.53,10.4,2.14,31.5,185,6.46,48,28.1,56.8,6.808382633,5.825242718,0.805825243,71.3622291,8.892857143,162.2977346,46.11211573,123.75,29.93527508,8.695652174,2.321428571,7.392857143,44.68599034,0.083948156,47.32142857,0.01255887,11.21359223,4.28802589,18.57142857,4.75,9.604166667,1.718987342,1.682847896,4.349845201,8.792569659,0.585416667,1.183333333
74.49003685,0.39010769,13.59217321,2.134299705,0.082127935,0.605693519,2.504902011,3.480171237,2.638359905,0.082127935,23.9,47.7,5.58,20.8,4.68,1.27,4.76,0.75,4.69,1.03,3.05,0.48,3.3,0.5,213,28.4,70,424,4.32,9.39,0.63,8.73,1.95,13.7,177,6.4,26.5,4.49,5.56,6.118531142,0.841549296,0.330633803,66.25,2.845454545,7.5,5.194987853,14.45454545,6.232394366,5.106837607,1.421212121,1.418181818,37.82051282,0.328638498,6.303030303,0.115740741,1.679577465,0.732394366,2.645454545,1.442424242,16,2.442622951,0.307394366,0.7015625,0.86875,0.169433962,0.209811321
